,nb_children,nb_adults,type,size
1809,1,1,single_parent_family,2
1810,1,1,single_parent_family,2
1811,1,1,single_parent_family,2
1812,1,1,single_parent_family,2
1813,1,1,single_parent_family,2
1814,1,1,single_parent_family,2
1815,1,1,single_parent_family,2
1816,1,1,single_parent_family,2
1817,1,1,single_parent_family,2
1818,1,1,single_parent_family,2
1819,1,1,single_parent_family,2
1820,1,1,single_parent_family,2
1821,1,1,single_parent_family,2
1822,1,1,single_parent_family,2
1823,1,1,single_parent_family,2
1824,1,1,single_parent_family,2
1825,1,1,single_parent_family,2
1826,1,1,single_parent_family,2
1827,1,1,single_parent_family,2
1828,1,1,single_parent_family,2
1829,1,1,single_parent_family,2
1830,1,1,single_parent_family,2
1831,1,1,single_parent_family,2
1832,1,1,single_parent_family,2
1833,1,1,single_parent_family,2
1834,1,1,single_parent_family,2
1835,1,1,single_parent_family,2
1836,1,1,single_parent_family,2
1837,1,1,single_parent_family,2
1838,1,1,single_parent_family,2
1839,1,1,single_parent_family,2
1840,1,1,single_parent_family,2
1841,1,1,single_parent_family,2
1842,1,1,single_parent_family,2
1843,1,1,single_parent_family,2
1844,1,1,single_parent_family,2
1845,1,1,single_parent_family,2
1846,1,1,single_parent_family,2
1847,1,1,single_parent_family,2
1848,1,1,single_parent_family,2
1849,1,1,single_parent_family,2
1850,1,1,single_parent_family,2
1851,1,1,single_parent_family,2
1852,1,1,single_parent_family,2
1853,1,1,single_parent_family,2
1854,1,1,single_parent_family,2
1855,1,1,single_parent_family,2
1856,1,1,single_parent_family,2
1857,1,1,single_parent_family,2
1858,1,1,single_parent_family,2
1859,1,1,single_parent_family,2
1860,1,1,single_parent_family,2
1861,1,1,single_parent_family,2
1862,1,1,single_parent_family,2
1863,1,1,single_parent_family,2
1864,1,1,single_parent_family,2
1865,1,1,single_parent_family,2
1866,1,1,single_parent_family,2
1867,1,1,single_parent_family,2
1868,1,1,single_parent_family,2
1869,1,1,single_parent_family,2
1870,1,1,single_parent_family,2
1871,1,1,single_parent_family,2
1872,1,1,single_parent_family,2
1873,1,1,single_parent_family,2
1874,1,1,single_parent_family,2
1875,1,1,single_parent_family,2
1876,1,1,single_parent_family,2
1877,1,1,single_parent_family,2
1878,1,1,single_parent_family,2
1879,1,1,single_parent_family,2
1880,1,1,single_parent_family,2
1881,1,1,single_parent_family,2
1882,1,1,single_parent_family,2
1883,1,1,single_parent_family,2
1884,1,1,single_parent_family,2
1885,1,1,single_parent_family,2
1886,1,1,single_parent_family,2
1887,1,1,single_parent_family,2
1888,1,1,single_parent_family,2
1889,1,1,single_parent_family,2
1890,1,1,single_parent_family,2
1891,1,1,single_parent_family,2
1892,1,1,single_parent_family,2
1893,1,1,single_parent_family,2
1894,1,1,single_parent_family,2
1895,1,1,single_parent_family,2
1896,1,1,single_parent_family,2
1897,1,1,single_parent_family,2
1898,1,1,single_parent_family,2
1899,1,1,single_parent_family,2
1900,1,1,single_parent_family,2
1901,1,1,single_parent_family,2
1902,1,1,single_parent_family,2
1903,1,1,single_parent_family,2
1904,1,1,single_parent_family,2
1905,1,1,single_parent_family,2
1906,1,1,single_parent_family,2
1907,1,1,single_parent_family,2
1908,1,1,single_parent_family,2
1909,1,1,single_parent_family,2
1910,1,1,single_parent_family,2
1911,1,1,single_parent_family,2
1912,1,1,single_parent_family,2
1913,1,1,single_parent_family,2
1914,1,1,single_parent_family,2
1915,1,1,single_parent_family,2
1916,1,1,single_parent_family,2
1917,1,1,single_parent_family,2
1918,1,1,single_parent_family,2
1919,1,1,single_parent_family,2
1920,1,1,single_parent_family,2
1921,1,1,single_parent_family,2
1922,1,1,single_parent_family,2
1923,1,1,single_parent_family,2
1924,1,1,single_parent_family,2
1925,1,1,single_parent_family,2
1926,1,1,single_parent_family,2
1927,1,1,single_parent_family,2
1928,1,1,single_parent_family,2
1929,1,1,single_parent_family,2
1930,1,1,single_parent_family,2
1931,1,1,single_parent_family,2
1932,1,1,single_parent_family,2
1933,1,1,single_parent_family,2
1934,1,1,single_parent_family,2
1935,1,1,single_parent_family,2
1936,1,1,single_parent_family,2
1937,1,1,single_parent_family,2
1938,1,1,single_parent_family,2
1939,1,1,single_parent_family,2
1940,1,1,single_parent_family,2
1941,1,1,single_parent_family,2
1942,1,1,single_parent_family,2
1943,1,1,single_parent_family,2
1944,1,1,single_parent_family,2
1945,1,1,single_parent_family,2
1946,1,1,single_parent_family,2
1947,1,1,single_parent_family,2
1948,1,1,single_parent_family,2
1949,1,1,single_parent_family,2
1950,1,1,single_parent_family,2
1951,1,1,single_parent_family,2
1952,1,1,single_parent_family,2
1953,1,1,single_parent_family,2
1954,1,1,single_parent_family,2
1955,1,1,single_parent_family,2
1956,1,1,single_parent_family,2
1957,1,1,single_parent_family,2
1958,1,1,single_parent_family,2
1959,1,1,single_parent_family,2
1960,1,1,single_parent_family,2
1961,1,1,single_parent_family,2
1962,1,1,single_parent_family,2
1963,1,1,single_parent_family,2
1964,1,1,single_parent_family,2
1965,1,1,single_parent_family,2
1966,1,1,single_parent_family,2
1967,1,1,single_parent_family,2
1968,1,1,single_parent_family,2
1969,1,1,single_parent_family,2
1970,1,1,single_parent_family,2
1971,1,1,single_parent_family,2
1972,1,1,single_parent_family,2
1973,1,1,single_parent_family,2
1974,1,1,single_parent_family,2
1975,1,1,single_parent_family,2
1976,1,1,single_parent_family,2
1977,1,1,single_parent_family,2
1978,1,1,single_parent_family,2
1979,1,1,single_parent_family,2
1980,1,1,single_parent_family,2
1981,1,1,single_parent_family,2
1982,1,1,single_parent_family,2
1983,1,1,single_parent_family,2
1984,1,1,single_parent_family,2
1985,1,1,single_parent_family,2
1986,1,1,single_parent_family,2
1987,1,1,single_parent_family,2
1988,1,1,single_parent_family,2
1989,1,1,single_parent_family,2
1990,1,1,single_parent_family,2
1991,1,1,single_parent_family,2
1992,1,1,single_parent_family,2
1993,1,1,single_parent_family,2
1994,1,1,single_parent_family,2
1995,1,1,single_parent_family,2
1996,1,1,single_parent_family,2
1997,1,1,single_parent_family,2
1998,1,1,single_parent_family,2
1999,1,1,single_parent_family,2
2000,1,1,single_parent_family,2
2001,1,1,single_parent_family,2
2002,1,1,single_parent_family,2
2003,1,1,single_parent_family,2
2004,1,1,single_parent_family,2
2005,1,1,single_parent_family,2
2006,1,1,single_parent_family,2
2007,1,1,single_parent_family,2
2008,1,1,single_parent_family,2
2009,1,1,single_parent_family,2
2010,1,1,single_parent_family,2
2011,1,1,single_parent_family,2
2012,1,1,single_parent_family,2
2013,1,1,single_parent_family,2
2014,1,1,single_parent_family,2
2015,1,1,single_parent_family,2
2016,1,1,single_parent_family,2
2017,1,1,single_parent_family,2
2018,1,1,single_parent_family,2
2019,1,1,single_parent_family,2
2020,1,1,single_parent_family,2
2021,1,1,single_parent_family,2
2022,1,1,single_parent_family,2
2023,1,1,single_parent_family,2
2024,1,1,single_parent_family,2
2025,1,1,single_parent_family,2
2026,1,1,single_parent_family,2
2027,1,1,single_parent_family,2
2028,1,1,single_parent_family,2
2029,1,1,single_parent_family,2
2030,1,1,single_parent_family,2
2031,1,1,single_parent_family,2
2032,1,1,single_parent_family,2
2033,1,1,single_parent_family,2
2034,1,1,single_parent_family,2
2035,1,1,single_parent_family,2
2036,1,1,single_parent_family,2
2037,1,1,single_parent_family,2
2038,1,1,single_parent_family,2
2039,1,1,single_parent_family,2
2040,1,1,single_parent_family,2
2041,1,1,single_parent_family,2
2042,1,1,single_parent_family,2
2043,1,1,single_parent_family,2
2044,1,1,single_parent_family,2
2045,1,1,single_parent_family,2
2046,1,1,single_parent_family,2
2047,1,1,single_parent_family,2
2048,1,1,single_parent_family,2
2049,1,1,single_parent_family,2
2050,1,1,single_parent_family,2
2051,1,1,single_parent_family,2
2052,1,1,single_parent_family,2
2053,1,1,single_parent_family,2
2054,1,1,single_parent_family,2
2055,1,1,single_parent_family,2
2056,1,1,single_parent_family,2
2057,1,1,single_parent_family,2
2058,1,1,single_parent_family,2
2059,1,1,single_parent_family,2
2060,1,1,single_parent_family,2
2061,1,1,single_parent_family,2
2062,1,1,single_parent_family,2
2063,1,1,single_parent_family,2
2064,1,1,single_parent_family,2
2065,1,1,single_parent_family,2
2066,1,1,single_parent_family,2
2067,1,1,single_parent_family,2
2068,1,1,single_parent_family,2
2069,1,1,single_parent_family,2
2070,1,1,single_parent_family,2
2071,1,1,single_parent_family,2
2072,1,1,single_parent_family,2
2073,1,1,single_parent_family,2
2074,1,1,single_parent_family,2
2075,1,1,single_parent_family,2
2076,1,1,single_parent_family,2
2077,1,1,single_parent_family,2
2078,1,1,single_parent_family,2
2079,1,1,single_parent_family,2
2080,1,1,single_parent_family,2
2081,1,1,single_parent_family,2
2082,1,1,single_parent_family,2
2083,1,1,single_parent_family,2
2084,1,1,single_parent_family,2
2085,1,1,single_parent_family,2
2086,1,1,single_parent_family,2
2087,1,1,single_parent_family,2
2088,1,1,single_parent_family,2
2089,1,1,single_parent_family,2
2090,1,1,single_parent_family,2
2091,1,1,single_parent_family,2
2092,1,1,single_parent_family,2
2093,1,1,single_parent_family,2
2094,1,1,single_parent_family,2
2095,1,1,single_parent_family,2
2096,1,1,single_parent_family,2
2097,1,1,single_parent_family,2
2098,1,1,single_parent_family,2
2099,1,1,single_parent_family,2
2100,1,1,single_parent_family,2
2101,1,1,single_parent_family,2
2102,1,1,single_parent_family,2
2103,1,1,single_parent_family,2
2104,1,1,single_parent_family,2
2105,1,1,single_parent_family,2
2106,1,1,single_parent_family,2
2107,1,1,single_parent_family,2
2108,1,1,single_parent_family,2
2109,1,1,single_parent_family,2
2110,1,1,single_parent_family,2
2111,1,1,single_parent_family,2
2112,1,1,single_parent_family,2
2113,1,1,single_parent_family,2
2114,1,1,single_parent_family,2
2115,1,1,single_parent_family,2
2116,1,1,single_parent_family,2
2117,1,1,single_parent_family,2
2118,1,1,single_parent_family,2
2119,1,1,single_parent_family,2
2120,1,1,single_parent_family,2
2121,1,1,single_parent_family,2
2122,1,1,single_parent_family,2
2123,1,1,single_parent_family,2
2124,1,1,single_parent_family,2
2125,1,1,single_parent_family,2
2126,1,1,single_parent_family,2
2127,1,1,single_parent_family,2
2128,1,1,single_parent_family,2
2129,1,1,single_parent_family,2
2130,1,1,single_parent_family,2
2131,1,1,single_parent_family,2
2132,1,1,single_parent_family,2
2133,1,1,single_parent_family,2
2134,1,1,single_parent_family,2
2135,1,1,single_parent_family,2
2136,1,1,single_parent_family,2
2137,1,1,single_parent_family,2
2138,1,1,single_parent_family,2
2139,1,1,single_parent_family,2
2140,1,1,single_parent_family,2
2141,1,1,single_parent_family,2
2142,1,1,single_parent_family,2
2143,1,1,single_parent_family,2
2144,1,1,single_parent_family,2
2145,1,1,single_parent_family,2
2146,1,1,single_parent_family,2
2147,1,1,single_parent_family,2
2148,1,1,single_parent_family,2
2149,1,1,single_parent_family,2
2150,1,1,single_parent_family,2
2151,1,1,single_parent_family,2
2152,1,1,single_parent_family,2
2153,1,1,single_parent_family,2
2154,1,1,single_parent_family,2
2155,1,1,single_parent_family,2
2156,1,1,single_parent_family,2
2157,1,1,single_parent_family,2
2158,1,1,single_parent_family,2
2159,1,1,single_parent_family,2
2160,1,1,single_parent_family,2
2161,1,1,single_parent_family,2
2162,1,1,single_parent_family,2
2163,1,1,single_parent_family,2
2164,1,1,single_parent_family,2
2165,1,1,single_parent_family,2
2166,1,1,single_parent_family,2
2167,1,1,single_parent_family,2
2168,1,1,single_parent_family,2
2169,1,1,single_parent_family,2
2170,1,1,single_parent_family,2
2171,1,1,single_parent_family,2
2172,1,1,single_parent_family,2
2173,1,1,single_parent_family,2
2174,1,1,single_parent_family,2
2175,1,1,single_parent_family,2
2176,1,1,single_parent_family,2
2177,1,1,single_parent_family,2
2178,1,1,single_parent_family,2
2179,1,1,single_parent_family,2
2180,1,1,single_parent_family,2
2181,1,1,single_parent_family,2
2182,1,1,single_parent_family,2
2183,1,1,single_parent_family,2
2184,1,1,single_parent_family,2
2185,1,1,single_parent_family,2
2186,1,1,single_parent_family,2
2187,1,1,single_parent_family,2
2188,1,1,single_parent_family,2
2189,1,1,single_parent_family,2
2190,1,1,single_parent_family,2
2191,1,1,single_parent_family,2
2192,1,1,single_parent_family,2
2193,1,1,single_parent_family,2
2194,1,1,single_parent_family,2
2195,1,1,single_parent_family,2
2196,1,1,single_parent_family,2
2197,1,1,single_parent_family,2
2198,1,1,single_parent_family,2
2199,1,1,single_parent_family,2
2200,1,1,single_parent_family,2
2201,1,1,single_parent_family,2
2202,1,1,single_parent_family,2
2203,1,1,single_parent_family,2
2204,1,1,single_parent_family,2
2205,1,1,single_parent_family,2
2206,1,1,single_parent_family,2
2207,1,1,single_parent_family,2
2208,1,1,single_parent_family,2
2209,1,1,single_parent_family,2
2210,1,1,single_parent_family,2
2211,1,1,single_parent_family,2
2212,1,1,single_parent_family,2
2213,1,1,single_parent_family,2
2214,1,1,single_parent_family,2
2215,1,1,single_parent_family,2
2216,1,1,single_parent_family,2
2217,1,1,single_parent_family,2
2218,1,1,single_parent_family,2
2219,1,1,single_parent_family,2
2220,1,1,single_parent_family,2
2221,1,1,single_parent_family,2
2222,1,1,single_parent_family,2
2223,1,1,single_parent_family,2
2224,1,1,single_parent_family,2
2225,1,1,single_parent_family,2
2226,1,1,single_parent_family,2
2227,1,1,single_parent_family,2
2228,1,1,single_parent_family,2
2229,1,1,single_parent_family,2
2230,1,1,single_parent_family,2
2231,1,1,single_parent_family,2
2232,1,1,single_parent_family,2
2233,1,1,single_parent_family,2
2234,1,1,single_parent_family,2
2235,1,1,single_parent_family,2
2236,1,1,single_parent_family,2
2237,1,1,single_parent_family,2
2238,1,1,single_parent_family,2
2239,1,1,single_parent_family,2
2240,1,1,single_parent_family,2
2241,1,1,single_parent_family,2
2242,1,1,single_parent_family,2
2243,1,1,single_parent_family,2
2244,1,1,single_parent_family,2
2245,1,1,single_parent_family,2
2246,1,1,single_parent_family,2
2247,1,1,single_parent_family,2
2248,1,1,single_parent_family,2
2249,1,1,single_parent_family,2
2250,1,1,single_parent_family,2
2251,1,1,single_parent_family,2
2252,1,1,single_parent_family,2
2253,1,1,single_parent_family,2
2254,1,1,single_parent_family,2
2255,1,1,single_parent_family,2
2256,1,1,single_parent_family,2
2257,1,1,single_parent_family,2
2258,1,1,single_parent_family,2
2259,1,1,single_parent_family,2
2260,1,1,single_parent_family,2
2261,1,1,single_parent_family,2
2262,1,1,single_parent_family,2
2263,1,1,single_parent_family,2
2264,1,1,single_parent_family,2
2265,1,1,single_parent_family,2
2266,1,1,single_parent_family,2
2267,1,1,single_parent_family,2
2268,1,1,single_parent_family,2
2269,1,1,single_parent_family,2
2270,1,1,single_parent_family,2
2271,1,1,single_parent_family,2
2272,1,1,single_parent_family,2
2273,1,1,single_parent_family,2
2274,1,1,single_parent_family,2
2275,1,1,single_parent_family,2
2276,1,1,single_parent_family,2
2277,1,1,single_parent_family,2
2278,1,1,single_parent_family,2
2279,1,1,single_parent_family,2
2280,1,1,single_parent_family,2
2281,1,1,single_parent_family,2
2282,1,1,single_parent_family,2
2283,1,1,single_parent_family,2
2284,1,1,single_parent_family,2
2285,1,1,single_parent_family,2
2286,1,1,single_parent_family,2
2287,1,1,single_parent_family,2
2288,1,1,single_parent_family,2
2289,1,1,single_parent_family,2
2290,1,1,single_parent_family,2
2291,1,1,single_parent_family,2
2292,1,1,single_parent_family,2
2293,1,1,single_parent_family,2
2294,1,1,single_parent_family,2
2295,1,1,single_parent_family,2
2296,1,1,single_parent_family,2
2297,1,1,single_parent_family,2
2298,1,1,single_parent_family,2
2299,1,1,single_parent_family,2
2300,1,1,single_parent_family,2
2301,1,1,single_parent_family,2
2302,1,1,single_parent_family,2
2303,1,1,single_parent_family,2
2304,1,1,single_parent_family,2
2305,1,1,single_parent_family,2
2306,1,1,single_parent_family,2
2307,1,1,single_parent_family,2
2308,1,1,single_parent_family,2
2309,1,1,single_parent_family,2
2310,1,1,single_parent_family,2
2311,1,1,single_parent_family,2
2312,1,1,single_parent_family,2
2313,1,1,single_parent_family,2
2314,1,1,single_parent_family,2
2315,1,1,single_parent_family,2
2316,1,1,single_parent_family,2
2317,1,1,single_parent_family,2
2318,1,1,single_parent_family,2
2319,1,1,single_parent_family,2
2320,1,1,single_parent_family,2
2321,1,1,single_parent_family,2
2322,1,1,single_parent_family,2
2323,1,1,single_parent_family,2
2324,1,1,single_parent_family,2
2325,1,1,single_parent_family,2
2326,1,1,single_parent_family,2
2327,1,1,single_parent_family,2
2328,1,1,single_parent_family,2
2329,1,1,single_parent_family,2
2330,1,1,single_parent_family,2
2331,1,1,single_parent_family,2
2332,1,1,single_parent_family,2
2333,1,1,single_parent_family,2
2334,1,1,single_parent_family,2
2335,1,1,single_parent_family,2
2336,1,1,single_parent_family,2
2337,1,1,single_parent_family,2
2338,1,1,single_parent_family,2
2339,1,1,single_parent_family,2
2340,1,1,single_parent_family,2
2341,1,1,single_parent_family,2
2342,1,1,single_parent_family,2
2343,1,1,single_parent_family,2
2344,1,1,single_parent_family,2
2345,1,1,single_parent_family,2
2346,1,1,single_parent_family,2
2347,1,1,single_parent_family,2
2348,1,1,single_parent_family,2
2349,1,1,single_parent_family,2
2350,1,1,single_parent_family,2
2351,1,1,single_parent_family,2
2352,1,1,single_parent_family,2
2353,1,1,single_parent_family,2
2354,1,1,single_parent_family,2
2355,1,1,single_parent_family,2
2356,1,1,single_parent_family,2
2357,1,1,single_parent_family,2
2358,1,1,single_parent_family,2
2359,1,1,single_parent_family,2
2360,1,1,single_parent_family,2
2361,1,1,single_parent_family,2
2362,1,1,single_parent_family,2
2363,1,1,single_parent_family,2
2364,1,1,single_parent_family,2
2365,1,1,single_parent_family,2
2366,1,1,single_parent_family,2
2367,1,1,single_parent_family,2
2368,1,1,single_parent_family,2
2369,1,1,single_parent_family,2
2370,1,1,single_parent_family,2
2371,1,1,single_parent_family,2
2372,1,1,single_parent_family,2
2373,1,1,single_parent_family,2
2374,1,1,single_parent_family,2
2375,1,1,single_parent_family,2
2376,1,1,single_parent_family,2
2377,1,1,single_parent_family,2
2378,1,1,single_parent_family,2
2379,1,1,single_parent_family,2
2380,1,1,single_parent_family,2
2381,1,1,single_parent_family,2
2382,1,1,single_parent_family,2
2383,1,1,single_parent_family,2
2384,1,1,single_parent_family,2
2385,1,1,single_parent_family,2
2386,1,1,single_parent_family,2
2387,1,1,single_parent_family,2
2388,1,1,single_parent_family,2
2389,1,1,single_parent_family,2
2390,1,1,single_parent_family,2
2391,1,1,single_parent_family,2
2392,1,1,single_parent_family,2
2393,1,1,single_parent_family,2
2394,1,1,single_parent_family,2
2395,1,1,single_parent_family,2
2396,1,1,single_parent_family,2
2397,1,1,single_parent_family,2
2398,1,1,single_parent_family,2
2399,1,1,single_parent_family,2
2400,1,1,single_parent_family,2
2401,1,1,single_parent_family,2
2402,1,1,single_parent_family,2
2403,1,1,single_parent_family,2
2404,1,1,single_parent_family,2
2405,1,1,single_parent_family,2
2406,1,1,single_parent_family,2
2407,1,1,single_parent_family,2
2408,1,1,single_parent_family,2
2409,1,1,single_parent_family,2
2410,1,1,single_parent_family,2
2411,1,1,single_parent_family,2
2412,1,1,single_parent_family,2
2413,1,1,single_parent_family,2
2414,1,1,single_parent_family,2
2415,1,1,single_parent_family,2
2416,1,1,single_parent_family,2
2417,1,1,single_parent_family,2
2418,1,1,single_parent_family,2
2419,1,1,single_parent_family,2
2420,1,1,single_parent_family,2
2421,1,1,single_parent_family,2
2422,1,1,single_parent_family,2
2423,1,1,single_parent_family,2
2424,1,1,single_parent_family,2
2425,1,1,single_parent_family,2
2426,1,1,single_parent_family,2
2427,1,1,single_parent_family,2
2428,1,1,single_parent_family,2
2429,1,1,single_parent_family,2
2430,1,1,single_parent_family,2
2431,1,1,single_parent_family,2
2432,1,1,single_parent_family,2
2433,1,1,single_parent_family,2
2434,1,1,single_parent_family,2
2435,1,1,single_parent_family,2
2436,1,1,single_parent_family,2
2437,1,1,single_parent_family,2
2438,1,1,single_parent_family,2
2439,1,1,single_parent_family,2
2440,1,1,single_parent_family,2
2441,1,1,single_parent_family,2
2442,1,1,single_parent_family,2
2443,1,1,single_parent_family,2
2444,1,1,single_parent_family,2
2445,1,1,single_parent_family,2
2446,1,1,single_parent_family,2
2447,1,1,single_parent_family,2
2448,1,1,single_parent_family,2
2449,1,1,single_parent_family,2
2450,1,1,single_parent_family,2
2451,1,1,single_parent_family,2
2452,1,1,single_parent_family,2
2453,1,1,single_parent_family,2
2454,1,1,single_parent_family,2
2455,1,1,single_parent_family,2
2456,1,1,single_parent_family,2
2457,1,1,single_parent_family,2
2458,1,1,single_parent_family,2
2459,1,1,single_parent_family,2
2460,1,1,single_parent_family,2
2461,1,1,single_parent_family,2
2462,1,1,single_parent_family,2
2463,1,1,single_parent_family,2
2464,1,1,single_parent_family,2
2465,1,1,single_parent_family,2
2466,1,1,single_parent_family,2
2467,1,1,single_parent_family,2
2468,1,1,single_parent_family,2
2469,1,1,single_parent_family,2
2470,1,1,single_parent_family,2
2471,0,4,roomates_household,4
2472,0,3,roomates_household,3
2473,0,4,roomates_household,4
2474,0,4,roomates_household,4
2475,0,2,roomates_household,2
2476,0,4,roomates_household,4
2477,0,6,roomates_household,6
2478,0,4,roomates_household,4
2479,0,3,roomates_household,3
2480,0,2,roomates_household,2
2481,0,3,roomates_household,3
2482,0,4,roomates_household,4
2483,0,4,roomates_household,4
2484,0,4,roomates_household,4
2485,0,3,roomates_household,3
2486,0,3,roomates_household,3
2487,0,2,roomates_household,2
2488,0,5,roomates_household,5
2489,0,3,roomates_household,3
2490,0,3,roomates_household,3
2491,0,4,roomates_household,4
2492,0,3,roomates_household,3
2493,0,3,roomates_household,3
2494,0,4,roomates_household,4
2495,0,3,roomates_household,3
2496,0,4,roomates_household,4
2497,0,3,roomates_household,3
2498,0,4,roomates_household,4
2499,0,3,roomates_household,3
2500,0,2,roomates_household,2
2501,0,5,roomates_household,5
2502,0,2,roomates_household,2
2503,0,5,roomates_household,5
2504,0,2,roomates_household,2
2505,0,3,roomates_household,3
2506,0,4,roomates_household,4
2507,0,4,roomates_household,4
2508,0,3,roomates_household,3
2509,0,4,roomates_household,4
2510,0,3,roomates_household,3
2511,0,3,roomates_household,3
2512,0,4,roomates_household,4
2513,0,2,roomates_household,2
2514,0,3,roomates_household,3
2515,0,4,roomates_household,4
2516,0,3,roomates_household,3
2517,0,2,roomates_household,2
2518,0,4,roomates_household,4
2519,0,2,roomates_household,2
2520,0,4,roomates_household,4
2521,0,3,roomates_household,3
2522,0,3,roomates_household,3
2523,0,4,roomates_household,4
2524,0,5,roomates_household,5
2525,0,4,roomates_household,4
2526,0,3,roomates_household,3
2527,0,3,roomates_household,3
2528,0,4,roomates_household,4
2529,0,5,roomates_household,5
2530,0,3,roomates_household,3
2531,0,2,roomates_household,2
2532,0,2,roomates_household,2
2533,0,5,roomates_household,5
2534,0,4,roomates_household,4
2535,0,4,roomates_household,4
2536,0,4,roomates_household,4
2537,0,3,roomates_household,3
2538,0,2,roomates_household,2
2539,0,4,roomates_household,4
2540,0,3,roomates_household,3
2541,0,3,roomates_household,3
2542,0,3,roomates_household,3
2543,0,2,roomates_household,2
2544,0,3,roomates_household,3
2545,0,3,roomates_household,3
2546,0,4,roomates_household,4
2547,0,4,roomates_household,4
2548,0,4,roomates_household,4
2549,0,3,roomates_household,3
2550,0,3,roomates_household,3
2551,0,5,roomates_household,5
2552,0,2,roomates_household,2
2553,0,4,roomates_household,4
2554,0,3,roomates_household,3
2555,0,2,roomates_household,2
2556,0,3,roomates_household,3
2557,0,3,roomates_household,3
2558,0,3,roomates_household,3
2559,0,3,roomates_household,3
2560,0,3,roomates_household,3
2561,0,4,roomates_household,4
2562,0,4,roomates_household,4
2563,0,2,roomates_household,2
2564,0,3,roomates_household,3
2565,0,3,roomates_household,3
2566,0,3,roomates_household,3
2567,0,3,roomates_household,3
2568,0,3,roomates_household,3
2569,0,5,roomates_household,5
2570,0,3,roomates_household,3
2571,0,2,roomates_household,2
2572,0,4,roomates_household,4
2573,0,4,roomates_household,4
2574,0,3,roomates_household,3
2575,0,4,roomates_household,4
2576,0,3,roomates_household,3
2577,0,5,roomates_household,5
2578,0,3,roomates_household,3
2579,0,3,roomates_household,3
2580,0,2,roomates_household,2
2581,0,3,roomates_household,3
2582,0,3,roomates_household,3
2583,0,4,roomates_household,4
2584,0,2,roomates_household,2
2585,0,3,roomates_household,3
2586,0,2,roomates_household,2
2587,0,2,roomates_household,2
2588,0,3,roomates_household,3
2589,0,5,roomates_household,5
2590,0,3,roomates_household,3
2591,0,2,roomates_household,2
2592,0,3,roomates_household,3
2593,0,3,roomates_household,3
2594,0,3,roomates_household,3
2595,0,4,roomates_household,4
2596,0,3,roomates_household,3
2597,0,2,roomates_household,2
2598,0,3,roomates_household,3
2599,0,3,roomates_household,3
2600,0,2,roomates_household,2
2601,0,3,roomates_household,3
2602,0,4,roomates_household,4
2603,0,4,roomates_household,4
2604,0,3,roomates_household,3
2605,0,4,roomates_household,4
2606,0,3,roomates_household,3
2607,0,2,roomates_household,2
2608,0,3,roomates_household,3
2609,0,2,roomates_household,2
2610,0,3,roomates_household,3
2611,0,3,roomates_household,3
2612,0,3,roomates_household,3
2613,0,3,roomates_household,3
2614,0,2,roomates_household,2
2615,0,2,roomates_household,2
2616,0,3,roomates_household,3
2617,0,2,roomates_household,2
2618,0,4,roomates_household,4
2619,0,2,roomates_household,2
2620,0,4,roomates_household,4
2621,0,4,roomates_household,4
2622,0,5,roomates_household,5
2623,0,3,roomates_household,3
2624,0,4,roomates_household,4
2625,0,4,roomates_household,4
2626,0,4,roomates_household,4
2627,0,2,roomates_household,2
2628,0,4,roomates_household,4
2629,0,4,roomates_household,4
2630,0,3,roomates_household,3
2631,0,4,roomates_household,4
2632,0,3,roomates_household,3
2633,0,4,roomates_household,4
2634,0,4,roomates_household,4
2635,0,2,roomates_household,2
2636,0,5,roomates_household,5
2637,0,5,roomates_household,5
2638,0,4,roomates_household,4
2639,0,3,roomates_household,3
2640,0,2,roomates_household,2
2641,0,3,roomates_household,3
2642,0,2,roomates_household,2
2643,0,3,roomates_household,3
2644,0,4,roomates_household,4
2645,0,3,roomates_household,3
2646,0,2,roomates_household,2
2647,0,4,roomates_household,4
2648,0,3,roomates_household,3
2649,0,5,roomates_household,5
2650,0,4,roomates_household,4
2651,0,2,roomates_household,2
2652,0,4,roomates_household,4
2653,0,5,roomates_household,5
2654,0,5,roomates_household,5
2655,0,4,roomates_household,4
2656,0,4,roomates_household,4
2657,0,3,roomates_household,3
2658,0,3,roomates_household,3
2659,0,3,roomates_household,3
2660,0,4,roomates_household,4
2661,0,2,roomates_household,2
2662,0,2,roomates_household,2
2663,0,3,roomates_household,3
2664,0,2,roomates_household,2
2665,0,3,roomates_household,3
2666,0,3,roomates_household,3
2667,0,4,roomates_household,4
2668,0,3,roomates_household,3
2669,0,4,roomates_household,4
2670,0,2,roomates_household,2
2671,0,3,roomates_household,3
2672,0,3,roomates_household,3
2673,0,2,roomates_household,2
2674,0,3,roomates_household,3
2675,0,4,roomates_household,4
2676,0,3,roomates_household,3
2677,0,4,roomates_household,4
2678,0,4,roomates_household,4
2679,0,2,roomates_household,2
2680,0,3,roomates_household,3
2681,0,2,roomates_household,2
2682,0,2,roomates_household,2
2683,0,3,roomates_household,3
2684,0,3,roomates_household,3
2685,0,3,roomates_household,3
2686,0,3,roomates_household,3
2687,0,3,roomates_household,3
2688,0,4,roomates_household,4
2689,0,3,roomates_household,3
2690,0,2,roomates_household,2
2691,0,4,roomates_household,4
2692,0,3,roomates_household,3
2693,0,3,roomates_household,3
2694,0,3,roomates_household,3
2695,0,5,roomates_household,5
2696,0,3,roomates_household,3
